53.48,0.070715374,0.080661129,0.082105263,0.082186058,0.079359792,0.071194017,0.074351411,0.073820628,0.080266281,0.075685685,0.08220904,0.071311833,0.078029956
63.11,0.079979692,0.088102434,0.092788688,0.085745941,0.080540876,0.069125734,0.075523788,0.073457409,0.084767959,0.076534352,0.094283164,0.070167793,0.080750867
74.48,0.083257984,0.087092777,0.092505892,0.080260816,0.074060054,0.062293539,0.07065464,0.06700664,0.079475077,0.070246499,0.086933697,0.062813249,0.077742168
87.89,0.080264971,0.078307447,0.086692852,0.071215809,0.064868794,0.054446808,0.062949096,0.058667132,0.068343655,0.060834008,0.069557457,0.054641534,0.071894826
103.72,0.071817808,0.064768861,0.072772977,0.057139744,0.051740585,0.044531794,0.051707511,0.047901321,0.053938286,0.048451182,0.051971232,0.044944432,0.059846949
122.39,0.063114378,0.052515292,0.054076984,0.042137382,0.038354961,0.035587206,0.041316844,0.038675558,0.040214989,0.037418509,0.037849756,0.038243626,0.049630453
144.43,0.051712883,0.039547097,0.037297722,0.029550656,0.02707409,0.027863003,0.031692005,0.030931729,0.028865304,0.028121745,0.028400441,0.030943561,0.03813199
170.44,0.039682808,0.027359091,0.022435192,0.019088961,0.017761693,0.021417999,0.024203918,0.025280042,0.020680435,0.021370983,0.022520867,0.026639791,0.029890771
201.13,0.028745497,0.017754234,0.012065986,0.011496967,0.010826608,0.015673858,0.017746388,0.020398379,0.014050692,0.015661768,0.018111187,0.023262149,0.022225129
237.35,0.021284723,0.012004432,0.00615868,0.006738349,0.006359686,0.012414598,0.013217608,0.016998649,0.009439882,0.011842765,0.014856423,0.022336021,0.01660017
280.09,0.017329497,0.009440951,0.002953653,0.003832322,0.003573538,0.010836429,0.009445201,0.013453631,0.005811257,0.008255217,0.010866712,0.021355415,0.012047878
330.52,0.014510553,0.007874016,0.001508248,0.002306658,0.002059327,0.00981209,0.006845171,0.010489764,0.003519494,0.005747792,0.008399391,0.020701678,0.00885604
390.04,0.01182216,0.006228405,0.000911233,0.001652802,0.001393074,0.008454473,0.005502609,0.008601026,0.00226448,0.004397639,0.007139482,0.019721072,0.007194715
460.27,0.010473128,0.005153186,0.00084839,0.001779941,0.001408216,0.00779772,0.006183345,0.009007831,0.002128066,0.004551942,0.008819361,0.02206363,0.007927268
